,Id,MSSubClass,LotFrontage,LotArea,Street,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofMatl,MasVnrArea,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,GarageArea,PavedDrive,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
910,911,90,80.0,11600,Pave,NAmes,5,5,1960,CompShg,361.0,TA,TA,Rec,GasA,TA,Y,1105,1169,2274,2,2,480,Y,0,1,2010,Normal,154300
911,912,20,,9286,Pave,CollgCr,5,7,1977,CompShg,0.0,Gd,Gd,ALQ,GasA,TA,Y,1268,0,1268,1,1,252,Y,0,10,2009,Normal,143500
912,913,30,51.0,6120,Pave,BrkSide,5,7,1925,CompShg,0.0,TA,TA,Rec,GasA,TA,N,1015,0,1015,1,1,450,Y,620,7,2006,Abnorml,88000
913,914,90,82.0,6270,Pave,Crawfor,5,6,1949,CompShg,0.0,TA,TA,BLQ,GasA,TA,N,1001,1001,2002,2,2,871,Y,0,8,2007,Normal,145000
914,915,160,30.0,3000,Pave,Somerst,6,5,2009,CompShg,76.0,Gd,TA,GLQ,GasA,Ex,Y,612,612,1224,2,1,528,Y,0,6,2009,Partial,173733
915,916,160,21.0,2001,Pave,MeadowV,4,5,1970,CompShg,80.0,TA,TA,Unf,GasA,Fa,Y,546,546,1092,1,1,286,Y,0,1,2007,Normal,75000
916,917,20,50.0,9000,Pave,IDOTRR,2,3,1949,CompShg,0.0,TA,TA,BLQ,GasA,TA,N,480,0,480,0,1,308,Y,0,10,2006,Abnorml,35311
917,918,20,,17140,Pave,Edwards,4,6,1956,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1229,0,1229,1,1,284,Y,0,4,2009,Normal,135000
918,919,60,103.0,13125,Pave,SawyerW,7,5,1991,CompShg,0.0,Ex,TA,BLQ,GasA,Ex,Y,912,1215,2127,2,1,833,Y,0,11,2007,Normal,238000
919,920,20,87.0,11029,Pave,NAmes,6,8,1958,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,1414,0,1414,1,1,601,Y,0,5,2008,Normal,176500
920,921,60,70.0,8462,Pave,SawyerW,6,5,1994,CompShg,105.0,Gd,Gd,GLQ,GasA,Ex,Y,936,785,1721,2,1,471,Y,0,7,2007,Normal,201000
921,922,90,67.0,8777,Pave,Edwards,5,7,1900,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,1272,928,2200,2,2,0,N,0,9,2008,Normal,145900
922,923,20,65.0,10237,Pave,Gilbert,6,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1316,0,1316,2,1,397,Y,0,10,2006,Partial,169990
923,924,120,50.0,8012,Pave,SawyerW,6,5,1993,CompShg,0.0,Gd,TA,LwQ,GasA,Ex,Y,1617,0,1617,2,1,533,Y,0,7,2008,Normal,193000
924,925,20,79.0,10240,Pave,NWAmes,6,6,1980,CompShg,157.0,Gd,TA,BLQ,GasA,TA,Y,1686,0,1686,2,1,612,Y,0,5,2006,Normal,207500
925,926,20,,15611,Pave,NWAmes,5,6,1977,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1126,0,1126,2,1,540,Y,0,3,2008,Abnorml,175000
926,927,60,93.0,11999,Pave,NridgHt,8,5,2003,CompShg,340.0,Gd,TA,Unf,GasA,Ex,Y,1234,1140,2374,2,1,656,Y,0,5,2007,Normal,285000
927,928,60,,9900,Pave,NWAmes,7,5,1968,CompShg,342.0,TA,TA,BLQ,GasA,Gd,Y,1098,880,1978,2,1,486,Y,0,4,2008,Normal,176000
928,929,20,,11838,Pave,CollgCr,8,5,2001,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1788,0,1788,2,1,522,Y,0,6,2009,Normal,236500
929,930,60,,13006,Pave,Gilbert,7,5,1997,CompShg,285.0,Gd,TA,Unf,GasA,Gd,Y,993,1243,2236,2,1,642,Y,0,11,2006,Normal,222000
930,931,20,73.0,8925,Pave,Timber,8,5,2007,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1466,0,1466,2,1,610,Y,0,7,2009,Normal,201000
931,932,20,70.0,9100,Pave,NAmes,5,6,1965,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,925,0,925,1,1,429,Y,0,7,2009,Normal,117500
932,933,20,84.0,11670,Pave,Somerst,9,5,2006,CompShg,302.0,Ex,Gd,Unf,GasA,Ex,Y,1905,0,1905,2,1,788,Y,0,3,2007,Normal,320000
933,934,20,63.0,8487,Pave,CollgCr,7,5,2004,CompShg,210.0,Gd,TA,GLQ,GasA,Ex,Y,1500,0,1500,2,1,570,Y,0,8,2009,Normal,190000
934,935,20,313.0,27650,Pave,NAmes,7,7,1960,Tar&Grv,0.0,Gd,TA,GLQ,GasA,Ex,Y,2069,0,2069,2,1,505,Y,0,11,2008,Normal,242000
935,936,30,52.0,5825,Pave,BrkSide,4,5,1926,CompShg,108.0,Fa,TA,Unf,GasA,Gd,Y,747,0,747,1,1,528,Y,0,6,2006,Normal,79900
936,937,20,67.0,10083,Pave,SawyerW,7,5,2003,CompShg,,Gd,TA,GLQ,GasA,Ex,Y,1200,0,1200,2,1,555,Y,0,8,2009,Normal,184900
937,938,60,75.0,9675,Pave,Somerst,7,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1113,858,1971,2,1,689,Y,0,2,2009,Normal,253000
938,939,60,73.0,8760,Pave,CollgCr,7,5,2006,CompShg,0.0,Gd,Gd,GLQ,GasA,Ex,Y,1391,571,1962,2,1,868,Y,0,8,2006,Partial,239799
939,940,70,,24090,Pave,ClearCr,7,7,1940,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1207,1196,2403,2,1,349,Y,0,6,2010,Normal,244400
940,941,90,55.0,12640,Pave,Mitchel,6,5,1976,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1728,0,1728,2,2,574,Y,0,7,2006,Normal,150900
941,942,60,,8755,Pave,Gilbert,7,5,1999,CompShg,298.0,Gd,TA,ALQ,GasA,Ex,Y,1022,1038,2060,2,1,390,Y,0,6,2009,Normal,214000
942,943,90,42.0,7711,Pave,Edwards,4,3,1977,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,1440,0,1440,2,2,0,N,0,8,2007,Abnorml,150000
943,944,90,100.0,25000,Pave,Mitchel,5,4,1967,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1632,0,1632,2,2,576,P,0,6,2007,Normal,143000
944,945,20,,14375,Pave,Timber,6,6,1958,CompShg,541.0,TA,TA,GLQ,GasA,Gd,Y,1344,0,1344,1,1,525,Y,0,1,2009,Abnorml,137500
945,946,50,98.0,8820,Pave,OldTown,5,6,1890,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,1188,561,1869,1,1,456,Y,0,9,2009,Normal,124900
946,947,80,70.0,8163,Pave,NAmes,5,6,1959,CompShg,128.0,TA,TA,ALQ,GasA,TA,Y,1144,0,1144,1,1,796,Y,0,3,2006,Normal,143000
947,948,20,85.0,14536,Pave,Timber,8,5,2002,CompShg,236.0,Gd,TA,GLQ,GasA,Ex,Y,1629,0,1629,2,1,808,Y,0,11,2007,Normal,270000
948,949,60,65.0,14006,Pave,CollgCr,7,5,2002,CompShg,144.0,Gd,TA,Unf,GasA,Ex,Y,936,840,1776,2,1,474,Y,0,2,2006,Normal,192500
949,950,20,78.0,9360,Pave,NWAmes,6,7,1972,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1381,0,1381,1,1,676,Y,0,3,2010,Normal,197500
950,951,20,60.0,7200,Pave,NAmes,5,8,1950,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,864,0,864,1,1,720,Y,0,7,2007,Normal,129000
951,952,20,60.0,7800,Pave,SawyerW,5,5,1965,CompShg,0.0,TA,TA,BLQ,GasA,Gd,Y,965,0,965,1,1,300,Y,0,7,2006,Abnorml,119900
952,953,85,60.0,7200,Pave,CollgCr,5,8,1972,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,768,0,768,1,1,396,Y,0,4,2009,Normal,133900
953,954,60,,11075,Pave,Mitchel,5,4,1969,CompShg,232.0,TA,TA,ALQ,GasA,Ex,Y,1168,800,1968,2,1,530,Y,400,9,2008,Normal,172000
954,955,90,35.0,9400,Pave,Edwards,6,5,1975,Tar&Grv,250.0,Gd,Gd,GLQ,GasA,TA,Y,980,0,980,2,0,0,Y,0,10,2006,AdjLand,127500
955,956,90,82.0,7136,Pave,Crawfor,6,6,1946,CompShg,423.0,Gd,TA,Rec,GasA,TA,N,979,979,1958,2,2,492,Y,0,8,2007,Normal,145000
956,957,160,24.0,1300,Pave,Blueste,6,6,1980,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,561,668,1229,1,1,462,Y,0,5,2009,Normal,124000
957,958,20,70.0,7420,Pave,Sawyer,5,5,1962,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1057,0,1057,1,1,576,Y,0,4,2007,Normal,132000
958,959,20,65.0,8450,Pave,CollgCr,7,5,2003,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1337,0,1337,2,1,531,Y,0,10,2007,Normal,185000
959,960,160,24.0,2572,Pave,Somerst,7,5,1999,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,696,720,1416,2,1,484,Y,0,5,2010,Normal,155000
960,961,20,50.0,7207,Pave,BrkSide,5,7,1958,CompShg,0.0,TA,TA,BLQ,GasA,Gd,Y,858,0,858,1,1,0,Y,0,2,2010,Normal,116500
961,962,60,,12227,Pave,NWAmes,6,7,1977,CompShg,424.0,Gd,Gd,ALQ,GasA,TA,Y,1542,1330,2872,2,1,619,Y,0,7,2008,Normal,272000
962,963,160,24.0,2308,Pave,NPkVill,6,6,1976,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,804,744,1548,2,1,440,Y,0,7,2007,Normal,155000
963,964,20,122.0,11923,Pave,CollgCr,9,5,2007,CompShg,0.0,Ex,TA,Unf,GasA,Ex,Y,1800,0,1800,2,1,702,Y,0,5,2009,Normal,239000
964,965,60,80.0,11316,Pave,Timber,7,5,2002,CompShg,44.0,Gd,TA,GLQ,GasA,Ex,Y,824,1070,1894,2,1,510,Y,0,2,2010,Normal,214900
965,966,60,65.0,10237,Pave,Gilbert,6,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,783,701,1484,2,1,393,Y,0,7,2007,Partial,178900
966,967,50,130.0,9600,Pave,Crawfor,5,7,1940,CompShg,0.0,TA,Fa,Rec,GasA,Ex,Y,976,332,1308,1,1,256,Y,0,6,2009,Normal,160000
967,968,20,,7390,Pave,NAmes,5,7,1955,CompShg,151.0,TA,TA,ALQ,GasA,TA,Y,1098,0,1098,1,1,260,Y,0,7,2008,Normal,135000
968,969,50,50.0,5925,Pave,OldTown,3,6,1910,CompShg,0.0,TA,TA,Unf,Grav,Fa,N,600,368,968,1,1,0,Y,0,5,2009,Abnorml,37900
969,970,190,75.0,10382,Pave,NAmes,6,5,1958,CompShg,105.0,TA,TA,ALQ,GasA,TA,Y,1095,0,1095,1,1,264,Y,0,3,2006,Normal,140000
970,971,50,60.0,10800,Pave,NAmes,4,4,1949,CompShg,0.0,TA,TA,Unf,GasA,TA,N,720,472,1192,1,1,0,Y,0,12,2006,Abnorml,135000
971,972,160,36.0,2268,Pave,NridgHt,7,5,2003,CompShg,106.0,Gd,TA,GLQ,GasA,Ex,Y,764,862,1626,2,1,474,Y,0,7,2009,Normal,173000
972,973,120,55.0,7892,Pave,SawyerW,6,5,1979,CompShg,0.0,Gd,TA,Unf,GasA,TA,Y,918,0,918,2,1,264,Y,0,4,2010,Normal,99500
973,974,20,95.0,11639,Pave,Somerst,7,5,2007,CompShg,,Gd,TA,Unf,GasA,Ex,Y,1428,0,1428,2,1,480,Y,0,12,2008,Partial,182000
974,975,70,60.0,11414,Pave,BrkSide,7,8,1910,CompShg,0.0,Gd,TA,Unf,GasA,TA,N,1136,883,2019,1,1,532,Y,0,10,2009,Normal,167500
975,976,160,,2651,Pave,Somerst,7,5,2000,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,673,709,1382,2,1,490,Y,0,4,2006,Normal,165000
976,977,30,51.0,5900,Pave,BrkSide,4,7,1923,CompShg,0.0,Gd,TA,Unf,GasA,TA,Y,869,0,869,1,1,0,Y,0,8,2006,Normal,85500
977,978,120,35.0,4274,Pave,Somerst,7,5,2006,CompShg,,Gd,TA,GLQ,GasA,Ex,Y,1241,0,1241,1,1,569,Y,0,11,2007,Partial,199900
978,979,20,68.0,9450,Pave,Edwards,4,5,1954,CompShg,0.0,TA,TA,LwQ,GasA,Ex,Y,894,0,894,1,1,400,Y,0,5,2007,Abnorml,110000
979,980,20,80.0,8816,Pave,Sawyer,5,6,1963,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1121,0,1121,1,1,480,Y,0,6,2009,Normal,139000
980,981,85,,12122,Pave,NAmes,7,9,1961,CompShg,210.0,TA,TA,ALQ,GasA,Gd,Y,999,0,999,1,1,588,Y,0,7,2008,Normal,178400
981,982,60,98.0,12203,Pave,NoRidge,8,5,1998,CompShg,975.0,Gd,TA,GLQ,GasA,Ex,Y,1276,1336,2612,2,1,676,Y,0,7,2009,Normal,336000
982,983,20,43.0,3182,Pave,Blmngtn,7,5,2007,CompShg,16.0,Gd,TA,Unf,GasA,Ex,Y,1266,0,1266,2,1,388,Y,0,3,2008,Normal,159895
983,984,60,,11250,Pave,CollgCr,8,5,2002,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1149,1141,2290,2,1,779,Y,0,5,2008,Normal,255900
984,985,90,75.0,10125,Pave,Mitchel,5,5,1977,CompShg,0.0,,,,GasA,TA,Y,1302,432,1734,2,2,539,Y,0,8,2009,Normal,126000
985,986,190,68.0,10880,Pave,Edwards,5,5,1950,CompShg,0.0,TA,TA,ALQ,GasW,TA,N,1164,0,1164,1,1,240,Y,0,8,2008,Normal,125000
986,987,50,59.0,5310,Pave,OldTown,6,8,1910,CompShg,0.0,TA,Fa,Unf,GasA,Gd,Y,1001,634,1635,1,1,255,Y,0,6,2006,Normal,117000
987,988,20,83.0,10159,Pave,NridgHt,9,5,2009,CompShg,450.0,Ex,TA,GLQ,GasA,Ex,Y,1940,0,1940,2,1,606,Y,0,4,2010,Partial,395192
988,989,60,,12046,Pave,NWAmes,6,6,1976,CompShg,298.0,TA,TA,LwQ,GasA,TA,Y,1118,912,2030,2,1,551,Y,0,6,2007,Normal,195000
989,990,60,65.0,8125,Pave,Somerst,7,5,2006,CompShg,0.0,Gd,Gd,Unf,GasA,Ex,Y,778,798,1576,2,1,614,Y,0,8,2006,Partial,197000
990,991,60,82.0,9452,Pave,NoRidge,8,5,1997,CompShg,423.0,Gd,TA,GLQ,GasA,Ex,Y,1407,985,2392,2,1,870,Y,0,6,2006,Normal,348000
991,992,70,121.0,17671,Pave,OldTown,8,9,1882,CompShg,0.0,TA,TA,BLQ,GasA,Gd,Y,916,826,1742,1,1,424,P,0,11,2009,Normal,168000
992,993,60,80.0,9760,Pave,NAmes,6,8,1964,CompShg,340.0,TA,TA,BLQ,GasA,Gd,Y,1020,831,1851,2,1,440,Y,0,7,2007,Normal,187000
993,994,60,68.0,8846,Pave,CollgCr,6,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,750,750,1500,2,1,564,Y,0,8,2006,Partial,173900
994,995,20,96.0,12456,Pave,NridgHt,10,5,2006,CompShg,230.0,Ex,TA,GLQ,GasA,Ex,Y,1718,0,1718,2,1,786,Y,0,7,2009,Normal,337500
995,996,50,51.0,4712,Pave,BrkSide,4,7,1946,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,774,456,1230,1,1,305,Y,0,8,2006,Abnorml,121600
996,997,20,,10659,Pave,NAmes,5,6,1961,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1050,0,1050,1,1,368,Y,0,1,2006,Normal,136500
997,998,20,,11717,Pave,NWAmes,6,6,1970,CompShg,571.0,TA,TA,Unf,GasA,TA,Y,1442,0,1442,2,1,615,Y,0,2,2009,Normal,185000
998,999,30,60.0,9786,Pave,IDOTRR,3,4,1922,CompShg,0.0,TA,Fa,Unf,GasA,Fa,N,1077,0,1077,1,1,210,P,0,5,2006,Normal,91000
999,1000,20,64.0,6762,Pave,CollgCr,7,5,2006,CompShg,24.0,Gd,TA,GLQ,GasA,Ex,Y,1208,0,1208,2,1,632,Y,0,2,2010,Normal,206000
1000,1001,20,74.0,10206,Pave,Edwards,3,3,1952,Tar&Grv,0.0,,,,GasW,Fa,N,944,0,944,1,1,528,Y,0,7,2009,Normal,82000
1001,1002,30,60.0,5400,Pave,OldTown,5,6,1920,CompShg,0.0,Fa,TA,Unf,GasA,Ex,Y,691,0,691,1,1,216,N,0,1,2007,Abnorml,86000
1002,1003,20,75.0,11957,Pave,Somerst,8,5,2006,CompShg,53.0,Gd,TA,GLQ,GasA,Ex,Y,1574,0,1574,2,1,824,Y,0,7,2008,Normal,232000
1003,1004,90,,11500,Pave,NWAmes,5,6,1976,CompShg,164.0,TA,TA,Unf,GasA,Fa,Y,1680,0,1680,2,2,528,Y,0,6,2007,Normal,136905
1004,1005,120,43.0,3182,Pave,Blmngtn,7,5,2005,CompShg,16.0,Gd,TA,GLQ,GasA,Ex,Y,1504,0,1504,2,1,457,Y,0,5,2009,Normal,181000
1005,1006,80,65.0,8385,Pave,CollgCr,5,8,1977,CompShg,220.0,Gd,Gd,GLQ,GasA,TA,Y,985,0,985,2,1,328,Y,0,11,2008,Normal,149900
1006,1007,20,,12155,Pave,NAmes,6,3,1970,CompShg,0.0,Gd,TA,LwQ,GasA,Gd,Y,1657,0,1657,2,1,484,Y,0,3,2007,Normal,163500
1007,1008,160,21.0,2217,Pave,MeadowV,4,4,1970,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,546,546,1092,1,1,286,Y,0,8,2009,Normal,88000
1008,1009,20,43.0,12118,Pave,Mitchel,7,5,2004,CompShg,108.0,Ex,TA,Unf,GasA,Ex,Y,1710,0,1710,2,1,550,Y,0,4,2009,Normal,240000
1009,1010,50,60.0,6000,Pave,SWISU,5,5,1926,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1008,0,1522,2,1,0,P,0,6,2006,Normal,102000
1010,1011,50,115.0,21286,Pave,Sawyer,5,5,1948,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,720,551,1271,2,1,312,Y,0,8,2008,Normal,135000
1011,1012,90,75.0,9825,Pave,Edwards,5,5,1965,CompShg,0.0,,,,GasA,TA,N,1664,0,1664,2,2,0,Y,0,5,2010,Normal,100000
1012,1013,70,55.0,10592,Pave,Crawfor,6,7,1923,CompShg,0.0,TA,Fa,Unf,GasA,TA,Y,900,602,1502,1,1,180,Y,0,8,2007,Normal,165000
1013,1014,30,60.0,7200,Pave,OldTown,5,4,1910,CompShg,0.0,TA,TA,ALQ,GasW,TA,N,1022,0,1022,1,1,280,Y,0,6,2009,Normal,85000
1014,1015,20,60.0,11664,Pave,NAmes,6,5,1948,CompShg,206.0,TA,Fa,BLQ,GasA,TA,Y,1082,0,1082,1,1,240,Y,0,11,2007,Normal,119200
1015,1016,60,70.0,8400,Pave,NWAmes,8,6,2001,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,810,855,1665,2,1,528,Y,0,11,2009,Normal,227000
1016,1017,20,73.0,11883,Pave,CollgCr,7,5,1996,CompShg,196.0,Gd,TA,GLQ,GasA,Ex,Y,1504,0,1504,2,1,478,Y,0,6,2009,Normal,203000
1017,1018,120,,5814,Pave,StoneBr,8,5,1984,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1360,0,1360,1,1,565,Y,0,8,2009,Abnorml,187500
1018,1019,80,,10784,Pave,Gilbert,7,5,1991,CompShg,76.0,Gd,TA,Unf,GasA,Gd,Y,802,670,1472,2,1,402,Y,0,5,2007,Normal,160000
1019,1020,120,43.0,3013,Pave,Blmngtn,7,5,2005,CompShg,145.0,Gd,TA,GLQ,GasA,Ex,Y,1506,0,1506,2,1,440,Y,0,4,2006,Normal,213490
1020,1021,20,60.0,7024,Pave,Edwards,4,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1132,0,1132,1,1,451,Y,0,6,2008,Normal,176000
1021,1022,20,64.0,7406,Pave,CollgCr,7,5,2006,CompShg,84.0,Gd,TA,GLQ,GasA,Ex,Y,1220,0,1220,2,1,632,Y,0,7,2006,Partial,194000
1022,1023,50,52.0,9439,Pave,OldTown,5,5,1930,CompShg,0.0,TA,TA,LwQ,GasA,Gd,Y,912,336,1248,1,1,160,Y,0,3,2007,Normal,87000
1023,1024,120,43.0,3182,Pave,Blmngtn,7,5,2005,CompShg,14.0,Gd,Gd,GLQ,GasA,Ex,Y,1504,0,1504,2,1,437,Y,0,5,2008,Normal,191000
1024,1025,20,,15498,Pave,Timber,8,6,1976,WdShake,0.0,Gd,TA,ALQ,GasA,TA,Y,2898,0,2898,2,1,665,Y,0,5,2008,Abnorml,287000
1025,1026,20,70.0,7700,Pave,CollgCr,5,5,1972,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,882,0,882,1,1,461,Y,0,3,2007,Normal,112500
1026,1027,20,73.0,9300,Pave,NAmes,5,5,1960,CompShg,324.0,TA,TA,Rec,GasA,TA,Y,1264,0,1264,1,1,461,Y,0,4,2010,Normal,167500
1027,1028,20,71.0,9520,Pave,Timber,8,5,2007,CompShg,338.0,Gd,TA,GLQ,GasA,Ex,Y,1646,0,1646,2,1,800,Y,0,4,2008,Partial,293077
1028,1029,50,79.0,9492,Pave,NAmes,5,5,1941,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,968,408,1376,1,1,240,Y,0,4,2007,Normal,105000
1029,1030,160,21.0,1680,Pave,BrDale,6,7,1972,CompShg,281.0,TA,TA,BLQ,GasA,Gd,Y,672,546,1218,1,1,264,Y,0,5,2006,Normal,118000
1030,1031,190,,7082,Pave,SWISU,5,8,1916,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,948,980,1928,2,2,0,N,0,7,2006,Normal,160000
1031,1032,75,102.0,15863,Pave,SWISU,7,3,1920,CompShg,0.0,TA,TA,GLQ,GasA,Ex,Y,1687,998,3082,2,1,672,Y,0,8,2009,Normal,197000
1032,1033,60,,14541,Pave,NoRidge,8,7,1993,CompShg,0.0,Gd,Gd,GLQ,GasA,Ex,Y,1352,1168,2520,2,1,796,Y,0,11,2006,Abnorml,310000
1033,1034,20,,8125,Pave,CollgCr,7,5,2002,CompShg,295.0,Gd,TA,GLQ,GasA,Ex,Y,1654,0,1654,2,1,900,Y,0,2,2006,Normal,230000
1034,1035,30,50.0,6305,Pave,Crawfor,5,7,1938,CompShg,0.0,Fa,Fa,Unf,GasA,Ex,Y,954,0,954,1,1,240,Y,0,6,2007,Normal,119750
1035,1036,20,,11500,Pave,Edwards,4,3,1957,CompShg,0.0,,,,GasA,Ex,N,845,0,845,1,1,290,N,0,1,2009,Normal,84000
1036,1037,20,89.0,12898,Pave,Timber,9,5,2007,CompShg,70.0,Ex,TA,GLQ,GasA,Ex,Y,1620,0,1620,2,1,912,Y,0,9,2009,Normal,315500
1037,1038,60,,9240,Pave,CollgCr,8,5,2001,CompShg,396.0,Gd,TA,Unf,GasA,Ex,Y,1055,1208,2263,2,1,905,Y,0,9,2008,Normal,287000
1038,1039,160,21.0,1533,Pave,MeadowV,4,6,1970,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,798,546,1344,1,1,0,Y,0,5,2009,Normal,97000
1039,1040,180,21.0,1477,Pave,MeadowV,4,4,1970,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,630,0,630,1,1,286,Y,0,4,2009,Normal,80000
1040,1041,20,88.0,13125,Pave,Sawyer,5,4,1957,CompShg,67.0,TA,TA,Rec,GasA,Ex,Y,1803,0,1803,2,1,484,Y,0,1,2006,Normal,155000
1041,1042,60,,9130,Pave,NWAmes,6,8,1966,CompShg,252.0,TA,TA,GLQ,GasA,Gd,Y,800,832,1632,1,1,484,Y,0,7,2008,Normal,173000
1042,1043,120,34.0,5381,Pave,NridgHt,6,5,2005,CompShg,135.0,Gd,TA,ALQ,GasA,Ex,Y,1306,0,1306,2,1,624,Y,0,8,2009,Normal,196000
1043,1044,60,86.0,11839,Pave,SawyerW,7,5,1990,CompShg,99.0,Gd,TA,GLQ,GasA,Ex,Y,1532,797,2329,2,1,514,Y,0,5,2008,Normal,262280
1044,1045,20,80.0,9600,Pave,NWAmes,8,5,1981,WdShngl,0.0,Gd,TA,ALQ,GasA,TA,Y,2524,0,2524,2,1,542,Y,0,7,2009,Normal,278000
1045,1046,20,,13680,Pave,Edwards,3,5,1955,CompShg,0.0,,,,GasA,Ex,Y,1733,0,1733,2,1,452,Y,0,6,2009,Normal,139600
1046,1047,60,85.0,16056,Pave,StoneBr,9,5,2005,CompShg,208.0,Ex,TA,GLQ,GasA,Ex,Y,1992,876,2868,3,1,716,Y,0,7,2006,Partial,556581
1047,1048,20,57.0,9245,Pave,CollgCr,5,5,1994,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,990,0,990,1,1,672,Y,0,2,2008,Normal,145000
1048,1049,20,100.0,21750,Pave,Mitchel,5,4,1960,CompShg,75.0,,,,GasA,TA,Y,1771,0,1771,1,1,336,Y,0,11,2009,Normal,115000
1049,1050,20,60.0,11100,Pave,Edwards,4,7,1946,CompShg,0.0,,,,GasA,Ex,Y,930,0,930,1,1,308,Y,0,4,2010,Abnorml,84900
1050,1051,20,73.0,8993,Pave,Gilbert,7,5,2007,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1302,0,1302,2,1,436,Y,0,8,2007,Partial,176485
1051,1052,20,103.0,11175,Pave,CollgCr,7,5,2007,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1316,0,1316,2,1,440,Y,0,10,2007,Partial,200141
1052,1053,60,100.0,9500,Pave,NAmes,6,6,1964,CompShg,272.0,TA,TA,Rec,GasA,TA,Y,1127,850,1977,1,1,540,Y,0,6,2007,Normal,165000
1053,1054,20,68.0,8562,Pave,Edwards,5,6,1957,CompShg,145.0,TA,TA,Rec,GasA,Ex,Y,1526,0,1526,1,1,364,Y,0,5,2010,Normal,144500
1054,1055,60,90.0,11367,Pave,CollgCr,8,5,2002,CompShg,210.0,Gd,TA,GLQ,GasA,Ex,Y,1091,898,1989,2,1,586,Y,0,11,2006,Normal,255000
1055,1056,20,104.0,11361,Pave,NWAmes,6,5,1976,CompShg,160.0,Gd,TA,ALQ,GasA,TA,Y,1523,0,1523,2,1,478,Y,0,5,2008,Abnorml,180000
1056,1057,120,43.0,7052,Pave,NridgHt,7,5,2005,CompShg,240.0,Gd,TA,GLQ,GasA,Ex,Y,1364,0,1364,2,1,484,Y,0,6,2006,Normal,185850
1057,1058,60,,29959,Pave,NoRidge,7,6,1994,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,979,871,1850,2,1,467,Y,0,1,2009,Normal,248000
1058,1059,60,96.0,11308,Pave,NridgHt,9,5,2008,CompShg,154.0,Ex,TA,GLQ,GasA,Ex,Y,1130,1054,2184,2,1,836,Y,0,7,2009,Normal,335000
1059,1060,50,,11275,Pave,Crawfor,6,7,1932,CompShg,480.0,TA,TA,Rec,GasA,TA,Y,1096,895,1991,1,1,432,Y,0,3,2007,Normal,220000
1060,1061,120,41.0,4920,Pave,StoneBr,8,5,2001,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1338,0,1338,2,1,582,Y,0,4,2010,Normal,213500
